id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36224425,"Converted 1886 schoolhouse, walk to RiNo (Unit 1)",4371491,Eric,,Five Points,39.75613,-104.97827,Entire home/apt,70,30,13,2024-04-15,0.22,4,222,4,
36226657,222 Studio Baker Neighborhood,272466914,Paul,,Baker,39.72475,-104.99259,Entire home/apt,54,29,166,2024-02-16,2.73,4,328,4,2019-BFN-0004420
36283016,Old schoolhouse 2 blocks from RiNo (Unit 3),4371491,Eric,,Five Points,39.75641,-104.97834,Entire home/apt,75,29,12,2023-11-10,0.20,4,296,2,
36346977,Great Neighborhood!  Central Denver. Dogs Okay.,879998,Wade,,Athmar Park,39.69971,-105.00378,Entire home/apt,,30,9,2023-11-05,0.15,4,0,1,
36347707,Monthly Rental! Central Location w/ Parking,879998,Wade,,Athmar Park,39.70155,-105.00214,Entire home/apt,,30,3,2023-10-31,0.05,4,0,1,
36377754,Spacious private home close to Denver attractions,273537900,Kelly,,Congress Park,39.73336,-104.94235,Entire home/apt,105,2,128,2024-04-23,2.12,1,65,20,2023-BFN-0027465
36419998,220 Studio Baker Neighborhood,272466914,Paul,,Baker,39.72457,-104.99228,Entire home/apt,61,29,130,2024-04-05,2.14,4,285,4,2019-BFN-0004420
36478390,Luxurious Cherry Creek king bed & bath,17577610,Marcia,,Country Club,39.71878,-104.9729,Private room,154,2,22,2024-06-08,0.41,2,153,17,2019-BFN-0003868
36485190,Wonderful Condo in the heart Downtown Denver!,168940217,Ashley,,CBD,39.7465,-104.99086,Entire home/apt,288,2,192,2024-06-10,3.21,1,278,39,2019-BFN-0007755
36521451,Rain Shower - Natural Light - Close to City,48597422,Karly,,Villa Park,39.73223,-105.04223,Entire home/apt,110,2,351,2024-06-18,5.83,1,47,78,2023-BFN-0023770
36523288,Updated Hilltop Gem - Entire Home,37489777,Darren,,Hilltop,39.71416,-104.92283,Entire home/apt,240,3,124,2024-06-23,2.08,1,180,29,2019-BFN-0007284
36529332,"Beautiful and serene ""Urban Treehouse""",16894695,Stacy,,Speer,39.72265,-104.97627,Entire home/apt,126,3,201,2024-06-10,3.45,1,251,39,2019-BFN-0007174
36564609,Private Bed+Bath+Yard in Denvers best nighborhood,1384407,Venu,,North Park Hill,39.76109,-104.92046,Private room,42,30,9,2023-01-17,0.15,1,364,0,
36597874,Recharge in the Garden of a South Broadway Carriage House,205309024,Art,,Speer,39.71852,-104.98528,Entire home/apt,110,3,229,2024-06-16,3.82,1,288,34,2019-BFN-0005128
36604444,New Denver/Berkeley private carriage house,275147129,Jim,,Berkeley,39.77088,-105.04889,Entire home/apt,125,2,243,2024-06-26,4.04,1,119,58,2019-BFN-0005253
36662882,Modern Wash Park Condo,7113035,Brandon,,Washington Park West,39.706412673978406,-104.98155244371604,Entire home/apt,105,30,1,2024-06-28,1,1,223,1,
36672554,Garden suite in Baker mansion with private entry,275640371,Luchia,,Baker,39.72114,-104.99099,Private room,103,2,93,2024-06-26,1.76,1,30,12,2020-BFN-0000866
36806914,Sunny double room near downtown w/huge backyard,27681455,Tess,,Barnum West,39.72244,-105.04084,Private room,87,1,17,2024-06-25,0.28,1,162,11,2023-BFN-0024095
36876925,Dazzling Modern Denver Home,2246282,Ashby,,Hampden,39.66496,-104.89639,Entire home/apt,300,30,16,2021-08-01,0.27,1,150,0,
36881170,"Simple-Chic, Private bd/ba in hot Five Points",38793718,Hasena,,Five Points,39.76034,-104.97518,Private room,,2,309,2024-06-17,5.17,1,2,64,2020-BFN-0000227
36917966,Contemporary work-ready Home w High Speed Internet,203021124,Justin,,Sunnyside,39.77383,-105.01432,Entire home/apt,179,30,48,2023-02-05,0.80,1,206,0,
36919708,420 Indoor Smoker Friendly Downtown Denver,277504731,Joseph,,Lincoln Park,39.72918,-105.00046,Entire home/apt,135,1,172,2024-05-08,2.96,2,325,8,2020-BFN-0001664
36941316,Charming 2 BDRM Victorian Duplex Close to Downtown,43944042,Laura,,Baker,39.71983,-104.99819,Entire home/apt,129,3,134,2024-06-21,2.36,1,17,30,2021-BFN-0000165
37004641,Charming home in a great location w backyard,47354885,Monica,,Whittier,39.75505,-104.96722,Entire home/apt,167,1,18,2024-06-10,0.73,1,38,7,2022-BFN-0005598
37015519,Solar Powered Steele Trap,121135906,Amelia,,Clayton,39.76569,-104.95141,Entire home/apt,179,1,438,2024-06-12,7.39,1,165,66,2018-BFN-0008918
37021434,"Brand NEW, Centrally Located Sunnyside Home!",58071049,Gabe,,Sunnyside,39.781898498535156,-105.01554107666016,Entire home/apt,73,29,15,2024-06-01,0.48,1,291,6,
37024504,Retreat @ Mayfair,19527828,Joel,,Hale,39.73024,-104.93068,Entire home/apt,86,30,21,2024-05-11,0.37,3,328,3,
37040860,Modern stylish guesthouse central to everything!,10282840,Tim,,Platt Park,39.68987,-104.98732,Entire home/apt,163,2,195,2024-06-28,5.46,1,100,66,2021-BFN-0004752
37050189,Wash Park lakeview home private spacious suite,277508219,Olivia,,Washington Park,39.70453,-104.96582,Private room,81,1,259,2024-06-12,4.35,2,280,46,2019-BFN-0005274
37099739,Hip & clean 2BD 1BA Home in Cole Neighborhood!,18487276,Jeremy,,Cole,39.76806,-104.96696,Entire home/apt,120,30,227,2024-02-07,3.86,2,146,4,2019-BFN-0007778
37106808,Wash Park Guest Suite - Clean & Bright,298635750,Phil,,Washington Park West,39.695,-104.97668,Entire home/apt,91,2,114,2024-06-16,2.33,1,24,32,2020-BFN-0004989
37119251,Bright and Artsy Guest Suite in RiNo,33442263,Ashley,,Five Points,39.75285,-104.98469,Entire home/apt,173,2,200,2024-06-09,3.37,1,31,41,2019-BFN-0006867
37125720,Alley House Denver,115425966,Matthew,,Lincoln Park,39.72819232907308,-104.99531989467435,Entire home/apt,200,2,49,2024-06-25,3.05,1,14,40,2023-BFN-0003555
37179361,Wash Park Pad,38760073,Heather,,Washington Park West,39.7022,-104.98645,Entire home/apt,84,1,204,2023-06-15,3.44,1,10,0,2019-BFN-0007548
37181275,Luxury home on park/rooftop deck near light rail,1275081,Shawn,,West Colfax,39.7354,-105.04831,Entire home/apt,,1,19,2024-03-30,0.45,1,0,11,2023-BFN-0031043
37206363,Private Cap Hill Guest House - Amazing Location!,280045010,Queen City,,Capitol Hill,39.73014,-104.97673,Entire home/apt,216,1,440,2024-06-25,7.49,1,54,80,2019-BFN-0010221
37249656,Modern Uptown Home on Park-Walk Dntwn/Food/Drink,15129676,Lia,,Five Points,39.74935,-104.98254,Entire home/apt,359,2,346,2024-06-26,5.83,1,157,99,2021-BFN-0001539
37254370,Large private room in spacious home near airport,45172079,Alejandro,,Gateway - Green Valley Ranch,39.78953,-104.73598,Private room,65,1,167,2024-04-21,2.79,1,80,11,2019-BFN-0008922
37284288,Updated Home in desirable West Highlands,55350488,Mark,,West Highland,39.76416,-105.04424,Entire home/apt,152,3,171,2024-06-23,2.87,1,5,35,2020-BFN-0001609
37333429,"Private Unit-Full Kitchen,2 blocks from City Park!",11357766,Dan,,City Park West,39.74952588767458,-104.9607613623647,Entire home/apt,166,2,165,2024-06-21,2.77,1,61,30,2019-BFN-0007500
37335033,Modern Jefferson park duplex! Minutes to Downtown,280912396,Reilly,,Jefferson Park,39.75228,-105.01933,Entire home/apt,115,30,6,2021-06-13,0.13,1,305,0,
37366816,Spacious basement bedroom near I-25 & Meow Wolf!,126322773,Danielle,,Valverde,39.71188,-105.01027,Private room,58,2,134,2024-06-21,2.25,1,188,6,2020-BFN-0000037
37452064,Chic Old World Charm Cherry Creek North,91097749,Kent,,Cherry Creek,39.72482,-104.94677,Entire home/apt,225,3,45,2024-06-05,0.77,2,40,10,2019-BFN-0007510
37479760,A blend of the best of Denver in Berkley!,92622605,Kylie,,Berkeley,39.77711,-105.03441,Entire home/apt,175,2,6,2020-02-16,0.10,2,18,0,2023-BFN-0046880
37494686,"10 mins downtown, Hot Tub, walkable, Covered Patio",73974178,Leah,,Hale,39.73757,-104.93661,Entire home/apt,,29,1,2024-02-10,0.21,1,22,1,
37497118,"Entire Home Minutes to RiNo, Art, Food/Breweries!",9383898,Kristen,,Clayton,39.76354,-104.95643,Entire home/apt,109,30,180,2024-05-31,3.04,1,300,3,2018-BFN-0007953
37561342,Welcoming Guest Suite near Downtown,272721196,Bobby & Missi,,Whittier,39.75646,-104.96008,Entire home/apt,83,2,193,2024-06-21,3.29,1,60,28,2019-BFN-0007943
37567133,1 Bedroom Suite with Hot Tub,283810192,Kurt,,North Park Hill,39.75742,-104.93183,Entire home/apt,117,2,159,2024-06-16,2.69,2,20,34,2019-BFN-0007395
37589529,"Quiet Cherry Creek North (Adults only, No Smoking)",155717555,Jacqueline,,Cherry Creek,39.72378,-104.95353,Entire home/apt,215,3,53,2024-04-26,0.96,1,63,9,2019-BFN-0011092
37590420,Luxury Denver apartment,49126373,Lindsay,,Stapleton,39.79929,-104.87431,Entire home/apt,149,1,122,2024-06-25,2.08,1,155,22,2019-BFN-0008936
37632838,Entire floor near Denver International Airport,278322713,Roshan,,Gateway - Green Valley Ranch,39.79752,-104.76993,Entire home/apt,,29,95,2020-03-12,1.60,1,0,0,
37684648,Private Entry Harvard Gulch/DU/South Broadway Area,284805380,Peter,,Rosedale,39.6681,-104.97961,Entire home/apt,79,1,414,2024-06-20,6.97,1,72,68,USE2023-048
37752915,Mid-century Modern Oasis! Close to RiNo! Private!,10088549,Patricia,,Cole,39.76907146059681,-104.96576586994777,Entire home/apt,,30,121,2024-05-11,2.13,1,17,2,
37780480,Modern Townhome with Rooftop Deck and Lake Views,10560907,Johnny,,West Colfax,39.74271,-105.0414,Entire home/apt,189,29,161,2024-06-01,2.85,1,202,29,2019-BFN-0010236
37829734,"HUGE, bright, updated Highlands/Regis duplex",7879432,Cathy,,Regis,39.78539,-105.05434,Entire home/apt,87,29,8,2022-04-01,0.14,2,41,0,
37835957,32nd Floor Corner Unit With Stunning Mtn Views,24157036,Angela,,CBD,39.74404,-104.99672,Entire home/apt,222,30,5,2022-03-14,0.12,16,273,0,
37855501,Luxury Condo in LoDo/RiNo - Best Condo in Denver,179381879,Sue,,Union Station,39.75356,-105.0018,Entire home/apt,120,30,8,2022-07-09,0.15,1,0,0,
37888182,Private Suite with Theater in Southwest Denver,67335408,Erick,,Athmar Park,39.70673208063838,-105.01562668412303,Entire home/apt,118,2,188,2024-06-28,3.18,1,0,45,2019-BFN-0008114
37896999,Comfy Spacious Stay A3,286713983,Addis,,Gateway - Green Valley Ranch,39.79396,-104.73938,Private room,50,29,29,2020-08-23,0.50,3,364,0,
37906008,*French Consulate Historic Mansion/Den-King/1900s*,287154690,Pearl & Jason,,Capitol Hill,39.72878,-104.97878,Entire home/apt,549,2,162,2024-05-24,2.76,1,332,25,2019-BFN-0008062
37915770,Cozy Private En Suite Room in Super-Clean Home Near Airport,133083388,Viola,,Gateway - Green Valley Ranch,39.77649,-104.77702,Private room,70,1,261,2024-06-19,4.43,1,179,113,2019-BFN-0007096
37916879,The Hummingbird House,17524202,Sam,,Cole,39.76446,-104.96708,Entire home/apt,240,30,1,2019-11-15,0.02,2,57,0,
38041125,"2bed - City Bungalow, blocks to Sloan's Lake",233991388,Irene,,West Colfax,39.7399,-105.03775,Entire home/apt,179,2,2,2024-06-23,0.03,1,340,1,2024-BFN-0023388
38041906,Creekside Townhouse Downtown 2BR/3BA,998214,Jeffrey,,Auraria,39.75189,-105.00624,Entire home/apt,293,3,98,2024-06-24,1.72,1,14,33,2019-BFN-0009424
38124148,2 BR Condo Heart of LoDo w/Great View/Amenities,7430284,David,,Union Station,39.75080108642578,-104.9958724975586,Entire home/apt,300,2,123,2024-06-26,2.10,1,135,29,2019-BFN-0008348
38126576,Spacious basement suite in beautiful Cole home,9316975,Casey,,Cole,39.762,-104.96137,Private room,100,2,68,2024-06-15,1.16,1,72,9,2019-BFN-0008478
38129290,Private Apartment in the Heart of Potter Highlands,141898045,Abby,,Highland,39.76327,-105.01894,Entire home/apt,110,2,162,2024-06-23,2.78,1,220,29,2019-BFN-0008395
38131216,Heart of the Highlands - Walk to Highlands Square!,113548566,Kiah,,West Highland,39.76469721846481,-105.03286626542625,Entire home/apt,450,3,21,2024-06-16,2.47,1,121,21,2023-BFN-0035666
38134365,2 Bedroom Suite with Hot Tub,283810192,Kurt,,North Park Hill,39.7582,-104.93039,Entire home/apt,191,2,27,2024-06-01,0.48,2,20,6,2019-BFN-0007395
38187231,Rooms @ Highland Park 1,90602667,Brian,,West Highland,39.76201,-105.027,Entire home/apt,60,1,55,2024-06-04,0.94,3,150,30,2019-BFN-0010984
38193967,Carriage House - Historic Registry Heart of Denver,290230837,Marsa,,Cheesman Park,39.73764,-104.97011,Entire home/apt,225,2,154,2024-06-11,2.62,5,331,24,2020-BFN-0000010
38205605,Rooms @ Highland Park 2,90602667,Brian,,West Highland,39.76201,-105.027,Entire home/apt,60,1,116,2024-06-28,1.98,3,150,57,2019-BFN-0010984
38226704,Classy and Cozy Carriage House (M),54861879,Jonathan,,West Highland,39.75878,-105.02995,Entire home/apt,84,29,17,2024-04-01,0.35,3,285,5,
38257752,Magical Mid-Century Modern Gem!,227453479,Nadiya,,Virginia Village,39.69122,-104.93093,Entire home/apt,249,31,0,,,1,303,0,
38262690,"Quaint Home w/ Backyard, Fast Wi-fi, Near Downtown",32777746,Max,,Northeast Park Hill,39.764935,-104.927277,Entire home/apt,151,2,38,2023-09-09,1.45,1,30,7,2022-BFN-0003679
38330631,"Prime Location!  Remodeled, spacious private suite",6848524,Keely,,South Park Hill,39.7428,-104.93707,Entire home/apt,159,2,71,2024-06-16,1.23,1,48,25,2019-BFN-0008644
38357351,Luxury Loft with Stunning Views,24157036,Angela,,Union Station,39.75231,-105.00478,Entire home/apt,225,30,1,2021-03-07,0.02,16,334,0,
38381413,Entire Space Separate Entrance Garden Hideaway,1169743,Michael,,Clayton,39.76262,-104.95156,Entire home/apt,96,29,247,2024-06-23,4.88,1,284,70,2020-BFN-0000047
38466149,"Private, newly updated Berkeley apartment!",15689538,Katie,,Berkeley,39.77582,-105.02805,Entire home/apt,70,3,119,2024-06-23,2.08,1,103,19,2019-BFN-0009259
38511409,"Denver Couples Retreat 2BR, 2 BA Hot Tub Privacy",85303919,Lee & Jackie,,Hampden,39.6578,-104.91975,Entire home/apt,266,1,8,2024-05-19,0.38,3,348,6,2020-BFN-0000872
38513290,2 Bedroom with Kitchen Minutes from Downtown!,42500700,Kati & Matt,,Sunnyside,39.78028,-105.01836,Entire home/apt,184,2,99,2024-06-23,1.69,1,176,7,2019-BFN-0007329
38516101,"Loft Livin' in LoHi. Views, walkable LARGE balcony",222269797,Bryan,,Highland,39.7572,-105.01098,Entire home/apt,127,30,6,2024-04-23,0.11,6,268,1,
38520103,Plant Lovers Paradise - 15 Minutes to Red Rocks,28988152,Tj,,Harvey Park,39.68009,-105.04723,Entire home/apt,200,2,66,2024-06-16,1.15,1,82,17,2019-BFN-0008022
38521249,SkyLoft: A Unique Space in Denver,6498749,Jarrod,,Skyland,39.7603,-104.95684,Entire home/apt,159,2,302,2024-06-24,5.17,1,284,57,2019-BFN-0008525
38522086,Sunnyside Historic Grocer and Provisions,15902994,Heather,,Sunnyside,39.77297,-105.02023,Entire home/apt,81,30,55,2023-08-15,0.95,1,214,1,2019-BFN-0009328
38552880,Very Large one bedroom and bath in nice home.,137174404,Daniel,,University Park,39.66889,-104.94405,Private room,55,29,25,2022-08-06,0.43,1,130,0,
38623073,Congress Park Carriage House,18843692,Jamie And Ryan,,Congress Park,39.72812,-104.94131,Entire home/apt,149,1,417,2024-06-12,7.14,1,339,77,2019-BFN-0009414
38644825,Downtown City park Bungalow,26739841,Kammie,,Whittier,39.7537,-104.96171,Entire home/apt,159,1,115,2024-06-11,2.37,1,142,25,2019-BFN-0008039
38650826,Private Room in Large SE Denver Condo,20243471,Penelope,,Windsor,39.70527,-104.88126,Private room,65,29,0,,,1,87,0,
38660615,Gilpin Getaway: A Denver Hideaway + Hot Tub,26105187,Eric,,Whittier,39.75478,-104.96666,Entire home/apt,296,3,77,2024-06-25,1.33,1,247,48,2023-BFN-0009876
38674770,Amazing LODO Sky Views,295501036,Michael,,Union Station,39.74991,-104.99614,Entire home/apt,92,75,3,2023-04-29,0.08,1,256,0,
38704300,Live Like Royalty in this Executive Condo,100535512,Michael And Donna,,Union Station,39.75095,-104.9958,Entire home/apt,120,30,7,2023-11-05,0.17,2,241,1,
38717548,Studio near Broncos Stadium,143231209,Jenna,,Jefferson Park,39.75138,-105.02012,Entire home/apt,126,1,315,2024-06-21,5.41,1,330,31,2019-BFN-0008399
38721623,Modern one bedroom with private patio!,245609130,Devin,,Sunnyside,39.77621,-105.00795,Entire home/apt,82,2,241,2024-06-10,4.20,1,113,49,2019-BFN-0009646
38723467,Updated home in vibrant five points neighborhood - walk to downtown denver,34955862,Scott,,Five Points,39.75075,-104.97971,Entire home/apt,164,1,48,2024-06-14,0.83,36,303,8,2019-BFN-0005402
38751116,Sloans Lake | Modern Farmhouse | Near Downtown,52639692,Rachel,,Sloan Lake,39.74744,-105.02973,Entire home/apt,75,30,15,2024-05-29,0.27,6,75,3,
38758188,Modern Townhouse - Central Location in Denver,19814463,Jose A,,Skyland,39.76046,-104.94608,Private room,86,1,500,2024-06-28,8.61,1,240,81,2020-BFN-0001907
38774042,"5 BIG bdrms/huge yard, quiet, central Denver oasis",296528257,Susan,,Montclair,39.72877,-104.91649,Entire home/apt,595,29,33,2023-03-05,0.58,1,178,0,2019-BFN-0007988
38794424,MOKE AND MESY Cozy And Hospitality,290557665,Mekonen,,Gateway - Green Valley Ranch,39.79585,-104.75387,Private room,72,75,42,2023-05-31,0.73,1,171,0,2019-BFN-0011800
38823263,Comfy Spacious Stay A1,286713983,Addis,,Gateway - Green Valley Ranch,39.79242,-104.73929,Private room,50,29,0,,,3,179,0,
38850626,Updated Sloan’s Lake Garden Level Apartment,58444152,Rob,,Sloan Lake,39.75564,-105.05122,Entire home/apt,100,30,18,2024-06-19,0.40,1,109,5,
38866210,Wonderful 3 bedroom home with patio and hot tub,9682891,Susan,,Hampden South,39.64146,-104.88927,Entire home/apt,200,29,16,2023-04-28,0.28,1,181,0,2022-BFN-0011737
38874982,Comfy Spacious Stay A2,286713983,Addis,,Gateway - Green Valley Ranch,39.79411,-104.73917,Private room,50,29,0,,,3,89,0,
38919595,Specious 3 bedroom walkout basement  appartment,242571312,Mimi,,Gateway - Green Valley Ranch,39.78383,-104.74852,Entire home/apt,100,29,49,2021-08-01,0.85,1,56,0,2019-BFN-0009974
38956369,Modern Luxury Home W/ Rooftop City Views,54238319,Jason,,Villa Park,39.731431677500005,-105.04478977209563,Entire home/apt,448,2,65,2024-06-23,1.19,1,148,20,2021-BFN-0000270
38971715,"Heart of Denver-Hot Tub, Cozy Fireplace, Parking",246189000,Aprel,,East Colfax,39.74081,-104.90245,Entire home/apt,185,2,65,2022-04-14,1.50,2,89,0,2023-BFN-0046836
38982793,603 Elati St Denver 2nd  Floor Apt -30 Day Minimum,100182237,John,,Lincoln Park,39.72656,-104.9935,Entire home/apt,,30,10,2024-05-01,0.19,3,0,2,
38996072,Sloan's Lake Garden Apartment,298802183,Melissa,,Sloan Lake,39.75598,-105.04306,Entire home/apt,95,29,25,2024-01-30,0.45,1,110,4,
39003174,Southwestern Hideaway - Cool + Cozy Living,239157008,Philip,,Clayton,39.76654,-104.95674,Entire home/apt,121,2,123,2024-06-02,2.17,2,74,21,2019-BFN-0009874
39003810,A FLAT on Humboldt in historic Denver neighborhood,298880291,Idris,,Whittier,39.75709,-104.97091,Entire home/apt,160,29,42,2022-09-03,0.73,1,264,0,2019-BFN-0009836
39020559,Denver Oasis - Sunnyside Retreat,91387449,Lashaw & Mairead,,Sunnyside,39.77143,-105.0239,Entire home/apt,238,1,88,2024-05-05,1.54,1,78,18,2019-BFN-0009873
39073318,"Sweet Retreat on King Street, self Check In",8410190,Deanna,,Sloan Lake,39.75446,-105.03373,Entire home/apt,85,30,12,2024-04-02,0.21,6,62,2,
39082969,Luxury Living in LOHI & Unbelievable Views!,3920621,Krista,,Highland,39.7677,-105.00205,Entire home/apt,,29,11,2021-01-04,0.20,1,16,0,2019-BFN-0011166
39128184,"Stunning, Private Capitol Hill Carriage House",300062815,Josephine L,,Capitol Hill,39.73035,-104.97921,Entire home/apt,110,29,50,2022-02-25,0.88,1,345,0,2019-BFN-0004280
39129798,Spacious but cozy modern DenverTownhouse,27332670,Matthew,,Gateway - Green Valley Ranch,39.78055,-104.80008,Entire home/apt,239,4,55,2024-06-16,1.04,1,218,13,2019-BFN-0011613
39135355,"Den Zen Home - Mountain Views, Near Sloans Lake",9164310,Falon,,West Colfax,39.7343,-105.03855,Entire home/apt,391,2,96,2024-06-24,1.75,1,182,10,2020-BFN-0001022
39222656,"30+ Days Traveling Professional, Interns ,Students",226548401,Karry,,Five Points,39.75426,-104.9877,Entire home/apt,,30,1,2022-09-04,0.05,1,323,0,
39244673,Entire 2nd floor in large 420 friendly home,68217974,Tobi,,Regis,39.78989,-105.04432,Private room,139,2,68,2023-12-30,1.43,1,7,5,2017-BFN-0006257
39301235,Brooks Tower Condominium in Denver,301736615,Mike,,CBD,39.74586,-104.99769,Entire home/apt,75,30,3,2023-02-28,0.10,1,240,0,
39314249,Bootleg Bungalow,55786363,Jackie,,Congress Park,39.72730602124718,-104.9414959523914,Entire home/apt,132,1,197,2024-06-23,3.47,1,164,47,2019-BFN-0009832
39368690,Charming Victorian Condo,290230837,Marsa,,Capitol Hill,39.73808,-104.98173,Entire home/apt,68,29,4,2024-01-27,0.11,5,306,1,
39392908,Loft Downtown Denver,223594810,Sergio,,Five Points,39.75652,-104.98987,Entire home/apt,80,30,12,2024-03-14,0.23,2,197,2,
39415255,Peaceful Modern Apartment in Central Denver,24386351,Kelly,,Speer,39.72033,-104.98053,Entire home/apt,58,29,18,2023-11-03,0.33,1,205,3,
39454984,Denver Apartment: Walk to Cheesman Park & 6th Ave!,151394248,Evolve,,Country Club,39.72589,-104.97085,Entire home/apt,101,29,8,2021-03-21,0.14,7,181,0,2019-BFN-0008682
39463818,New Build RiNo Art House w/ 90+ Walk/Bike score,140477539,Matt & Mackenzie,,Five Points,39.76176,-104.97688,Entire home/apt,213,2,27,2024-06-27,0.50,1,193,7,2023-BFN-0039382
39484905,*Downtown Walk Score of 95! *Private ROOF Hot Tub!,366539,Janet,,Five Points,39.753929138183594,-104.98495483398438,Entire home/apt,699,2,209,2024-06-23,4.00,1,225,28,2019-BFN-0003254
39534793,Beautiful Cherry Creek Condo for rent!,284283702,Al,,Cherry Creek,39.72119,-104.95547,Entire home/apt,134,180,2,2021-12-31,0.04,1,301,0,
39551040,The Funky Franklin | Cap Hill | Traveling Workers,20728454,Dessa,,Cheesman Park,39.73858265489146,-104.96825428640473,Entire home/apt,147,1,208,2024-06-12,3.65,1,39,29,2023-BFN-0036516
39653065,"Modern Loft in RiNo, Denver, Colorado",71974473,Jon,,Five Points,39.76089,-104.9806,Entire home/apt,219,1,175,2024-06-15,3.29,1,78,40,2020-BFN-0004600
39665798,Great DTC Townhome with garage,227645916,Kathy,,Hampden South,39.64782,-104.88159,Entire home/apt,82,30,10,2024-04-08,0.20,3,144,1,
39709097,A luxurious stay at modern 4-story Home (RiNo),263435838,Adam,,Five Points,39.76951,-104.97695,Entire home/apt,572,2,138,2024-06-15,2.52,1,57,29,2019-BFN-0003468
39726078,Basement Apartment (Entire Unit),305332733,Tigist-TG,,Gateway - Green Valley Ranch,39.771,-104.75785,Entire home/apt,49,29,9,2023-09-12,0.17,1,73,1,2021-BFN-0000240
39726290,Denver Home Base,6274465,Laura,,Villa Park,39.73197,-105.03567,Entire home/apt,,4,44,2024-05-29,0.78,1,1,4,2019-BFN-0011035
39775322,Private City Park Oasis 🌳 Comfy WFH Near LoDo•RiNo,17817557,Bobby,,Whittier,39.75676,-104.96079,Entire home/apt,85,30,20,2024-05-28,0.37,5,133,7,
39775364,Inviting home near the heart of Downtown and Rino,71724740,Joe,,Five Points,39.75225,-104.98486,Entire home/apt,,2,45,2024-05-23,0.81,1,169,6,2023-BFN-0038222
39806383,☆ Steps from Top Restaurants + Breweries ☆,306086104,Greg,,Highland,39.76848,-105.01301,Private room,446,29,10,2021-09-11,0.19,3,365,0,
39814925,Historic Cap Hill Condo,306294159,Jordan,,Capitol Hill,39.7394,-104.98229,Entire home/apt,130,2,171,2024-06-26,3.04,1,95,36,2020-BFN-0000090
39819197,"Walkable, Peaceful Denver Bungalow in Sunnyside",306342592,Kristyn,,Sunnyside,39.77057,-105.0116,Entire home/apt,600,29,41,2024-05-27,1.69,1,180,14,2022-BFN-0006743
39870100,The Blue Bungalow of East Berkeley,70563805,Hideaway Vacation Rentals,,Chaffee Park,39.784,-105.01528,Entire home/apt,132,29,168,2024-06-05,3.00,21,334,3,
39875865,2 Bedroom /2 baths denver city life and mtn. views,10751081,Beatrice (Bia),,Capitol Hill,39.7355,-104.97958,Entire home/apt,99,60,0,,,2,276,0,
39914868,Rooms @ Highland Park 1&2,90602667,Brian,,West Highland,39.76172,-105.02813,Entire home/apt,110,1,79,2024-05-17,1.62,3,150,7,2019-BFN-0010984
39950885,"Christine's Casa Uno - large bedroom, att bath",2715793,Christine,,Mar Lee,39.68975,-105.03066,Private room,36,30,13,2024-05-08,0.25,2,296,3,
39951136,Remodeled downtown condo-gym-amazing views,34955862,Scott,,Union Station,39.75006,-104.99499,Entire home/apt,87,29,1,2023-10-08,0.11,36,336,1,
39990747,Private Room in Charming East Denver House (Rm 3),308345149,Willie,,East Colfax,39.74346,-104.90119,Private room,38,29,15,2024-04-30,0.32,3,129,4,
40009102,2 BDR Home- Roof Deck+Walk to Broncos&Sloans Lake,73356740,Dylan,,West Colfax,39.74268,-105.0313,Entire home/apt,259,1,156,2024-06-24,2.78,1,135,18,2019-BFN-0010611
40010540,Comfy room near Denver Airport and I-70!!,308559526,Jimmy,,Gateway - Green Valley Ranch,39.77003,-104.75374,Private room,68,29,54,2021-02-11,0.96,1,365,0,2019-BFN-0010604
40015727,Chill out in the basement room,270529709,Ileesha,,Gateway - Green Valley Ranch,39.79411,-104.76589,Private room,75,1,117,2024-06-20,6.54,1,75,76,2019-BFN-0006913
40081921,Smart Bedroom with Detached Private Bathroom,107662009,Oliver,,Skyland,39.75578,-104.94819,Private room,81,2,204,2024-03-02,3.80,2,13,24,2019-BFN-0011463
40090017,DU/Wash Park Dream Home!--6 Bed/5 bath+ Home Gym,2127135,Jason,,University,39.68076,-104.96764,Entire home/apt,1126,2,49,2023-12-30,0.89,1,54,4,2019-BFN-0010715
40115231,"Executive Family Rental-light rail, dtc, DU, woof.",45606342,Lola,,University Hills,39.66173,-104.93929,Entire home/apt,120,29,9,2024-06-18,0.29,1,272,3,
40134394,Denver Cozy Porch & Huge Yard,61317773,Emily,,Villa Park,39.73355635242741,-105.03133868241054,Entire home/apt,,3,4,2024-02-01,0.66,1,0,4,2023-BFN-0028753
40154226,Bo Ho Chic Retreat Situated on a Park,14247837,Tova,,Lowry Field,39.71197,-104.90269,Entire home/apt,139,29,2,2020-09-07,0.04,1,177,0,
40196645,Lower Level Retreat,12726473,Sharon,,Skyland,39.75917,-104.95918,Entire home/apt,90,4,121,2024-06-17,2.18,1,65,21,2019-BFN-0010687
40226851,Modern 2 Bed 1.5 Bath RiNo Condo w/off St Parking,52470095,Kristin,,Five Points,39.7529,-104.98428,Entire home/apt,105,30,2,2023-09-30,0.16,9,177,1,
40255025,Private Hidden Gem in Berkeley Park - Free Parking,270246212,Heather,,Berkeley,39.77817,-105.03626,Entire home/apt,128,1,259,2024-06-26,4.67,1,45,50,2019-BFN-0010815
